item,open,close,volume
0,0.3880574752647541,0.3834351258751676,0.03550880090170666
1,0.38557152090687613,0.3843785689458265,0.029602970874642476
2,0.38651618356286976,0.3815978946323055,0.028037697790880202
3,0.3833838810719435,0.38035652217091215,0.03634458154064567
4,0.3808979267140655,0.37941307910025324,0.049953571539644304
5,0.34609456570377367,0.3713689855504245,0.19832283381413646
6,0.3706557947596082,0.3660559114156612,0.08379012763810886
7,0.36255158355292594,0.357366304185908,0.04928542549624796
8,0.3631979316859742,0.3697800287998411,0.04919075723332173
9,0.3706557947596082,0.3676448681662446,0.03222189830714691
10,0.3631979316859742,0.35677044540443914,0.030227883938760233
11,0.3566847312683339,0.3583097472565669,0.04055321808867853
12,0.35419877691045587,0.3468394657132926,0.0470926761282526
13,0.34674091383682193,0.34654153632255824,0.04510549701350681
14,0.3442549594789439,0.3518049555588659,0.03975075931123884
15,0.37000944662655993,0.37072347187050003,0.06740841699968593
16,0.3681698404017302,0.3697800287998411,0.05048330369681276
17,0.36971113210361456,0.3800585927801778,0.035944377439971954
18,0.3799532640580719,0.37722826356820105,0.014364798170339305
19,0.3724954009844379,0.37261035801181785,0.03397001442580281
20,0.3706557947596082,0.37688067927901087,0.04480850524281043
21,0.3771689951772485,0.38750682754853766,0.03175197461933618
22,0.38711281260876046,0.39555092109836637,0.03739926117743396
23,0.40078556157708944,0.4020557127960674,0.04477005694108046
24,0.39800129269626605,0.3986791797010775,0.03195190578833202
25,0.3955153383383881,0.38656338447787875,0.03858295622669392
26,0.38741112713170583,0.38035652217091215,0.024994984632641007
27,0.38184258937005916,0.3853220120164854,0.029525390745818454
28,0.38865410431064484,0.3908833606435275,0.021474999888927128
29,0.38984736240242623,0.404538457718854,0.035022130842475775
30,0.40267488688907666,0.4148170216991906,0.1131359220945131
31,0.4144583105454184,0.46323054769353,0.12292349266423493
32,0.46760801471684976,0.4892993693827896,0.09993021206032658
33,0.5042509819519714,0.49704553354188397,0.08048271928262647
34,0.495251827176453,0.48463180892795077,0.023694577627462958
35,0.4831203699100084,0.5001241372461394,0.03908432208125271
36,0.5026599711629294,0.5085158150851582,0.022952439963404056
37,0.5073832844428976,0.5079199563036894,0.0165129475083279
38,0.5132998558146472,0.5162619792442524,0.017515850098786506
39,0.5148411475165315,0.5082178856944237,0.01101278978485014
40,0.5058419927410133,0.510402701226476,0.004910787978292601
41,0.5104658678466664,0.5088137444758926,0.009106608425748812
42,0.5086262616218366,0.5044937683102438,0.0006971958713700953
43,0.5079799134887883,0.5035503252395849,0.03548077636177904
44,0.489036941281758,0.4839862952480263,0.036241710973350376
45,0.4769054840153135,0.48989522816425846,0.04473502626617093
46,0.4822254263411724,0.47097671185262424,0.03697445016365306
47,0.46447571222592354,0.47812701723024975,0.04298691014751503
48,0.48844031223586726,0.4821490640051641,0.028419275825382513
49,0.4787948093273007,0.4678484532499131,0.029940119760479042
50,0.4638790831800328,0.4501713093996723,0.04684780316656796
51,0.44334510018396056,0.46010228909081885,0.061040865589180066
52,0.45736588276239243,0.4821490640051641,0.05272953892454803
53,0.4803361010291851,0.49734346293261833,0.05962220869601474
54,0.47382290061154475,0.4560802423159045,0.07336499878503366
55,0.4567195346293442,0.45111475247033117,0.03814772145111068
56,0.45642122010639885,0.4399424003177914,0.04845733451765495
57,0.4405111122159797,0.4275286757038582,0.044340290368409925
58,0.426589767811863,0.43527483986295246,0.041115417700641185
59,0.43374931636255154,0.41819355479418047,0.03217986149725548
60,0.4210709491373738,0.415114951089925,0.044389162431942235
61,0.41227067071048573,0.4126322061671384,0.03975024666721577
62,0.40978471635260777,0.4107453200258206,0.05253968975467249
63,0.414159996022473,0.43592035354287695,0.04997852021543353
64,0.43374931636255154,0.4253438601718059,0.03265029782908927
65,0.4318599910505643,0.4392968866378668,0.032026922697040716
66,0.44334510018396056,0.4538954267838522,0.03730664349059999
67,0.45547655745040516,0.45419335617458667,0.02418329826278611
68,0.45363695122557546,0.4706787824618899,0.038044509121133344
69,0.46855267737284334,0.44118377277918464,0.03707133988401259
70,0.44095858400039767,0.45111475247033117,0.03659099243439951
71,0.4458310545418386,0.4210238840061572,0.08873645893533406
72,0.4277333068164868,0.4194349272555738,0.059233453645189504
73,0.420374881917168,0.4141715080192661,0.05068853218738028
74,0.41788892755928997,0.40950394756442726,0.045711613130112135
75,0.414159996022473,0.4194349272555738,0.05864801417084785
76,0.42161785909610694,0.3967922935597597,0.05755403182562448
77,0.3973549445632178,0.3905854312527931,0.04664599230282088
78,0.3893004524436931,0.39277024678484534,0.054806430743330414
79,0.39302938398051007,0.39525299170763195,0.04958258814828536
80,0.3952170238154427,0.37817170663885996,0.04579602851257704
81,0.37314174911748615,0.37941307910025324,0.05504959489160484
82,0.38059961219112015,0.36853865633844785,0.03993138088869918
83,0.37000944662655993,0.3756889617160733,0.08132943632739088
84,0.3808979267140655,0.38840061572074086,0.08136600493436962
85,0.3955153383383881,0.4020557127960674,0.07666898951369563
86,0.401730224233083,0.3747455186454144,0.06998257352084257
87,0.4023268532789738,0.38591787079795425,0.1053990984983973
88,0.3908417441455775,0.3992750384825463,0.07056408272434071
89,0.3982996072192114,0.4213218133968916,0.06535972060217218
90,0.41943021926117435,0.4262873032424649,0.06312988998317502
91,0.40978471635260777,0.4113908337057451,0.04283157900852596
92,0.41475662506836375,0.3970902229504941,0.052791739732680074
93,0.39457067568239446,0.3983315954118874,0.03546334646499479
94,0.4014319097101377,0.3983315954118874,0.056048396329878916
95,0.39800129269626605,0.41819355479418047,0.059347089736969186
96,0.415402973201412,0.40826257510303393,0.0308196460227197
97,0.40545915576990005,0.4349769104722181,0.05976335668369899
98,0.43558892258738124,0.43745965539500475,0.07029562813759503
99,0.45547655745040516,0.4802621778638463,0.11664565395776565
100,0.48436334708894746,0.4793683896916431,0.08586377271141184
101,0.46024958981753095,0.4414817021699191,0.08521203127675361
102,0.4396161686471436,0.44272307463131244,0.059306761740487976
103,0.44742206533088047,0.45702368538656335,0.04499493678586552
104,0.4523939740466365,0.4380555141764736,0.04483652978273805
105,0.4514493113906428,0.4523561249317245,0.04492453367336442
106,0.3939740466365037,0.3759868911068077,0.21224880870073107
107,0.3796549495351265,0.3645166095635335,0.14485850512319348
108,0.3631979316859742,0.35364218680172804,0.06082179570998976
109,0.361308606373987,0.3518049555588659,0.046752964022300704
110,0.35698304579127926,0.3669993544863201,0.060587688272789514
111,0.36503753791080396,0.3521028849496003,0.04185208716178738
112,0.347635857405658,0.34122846218779485,0.051486718931294424
113,0.3327201312583901,0.31888375788271517,0.1207295471268524
114,0.32650524536369513,0.31828789910124633,0.07058646818001461
115,0.3178044051111222,0.2928149361934555,0.11920357675152522
116,0.29359120966539054,0.3015045434232087,0.09233624526530525
117,0.30477800427584145,0.32479269079894735,0.0684319962324082
118,0.329339233331676,0.3155072247877253,0.03589687242716781
119,0.31531845075324416,0.31674859724911864,0.03476222032278119
120,0.2587878486550987,0.255573762351656,0.25798314904919917
121,0.2662457117287326,0.2692288594269825,0.12629481064125958
122,0.2724605976234276,0.2624261383385471,0.08150151383780012
123,0.2597325113110923,0.27141367495903473,0.05636367240406466
124,0.2761895291602446,0.2711157455683003,0.05671637149193423
125,0.2867299756376473,0.28943840309846564,0.08211651578413859
126,0.2864316611147019,0.27171160434976915,0.07349145097739002
127,0.2743002038482573,0.27513779234321467,0.03729758677952582
128,0.274001889325312,0.2745419335617459,0.02701258062608873
129,0.2737035748023666,0.2779184666567357,0.021104358260250235
130,0.2771341918162382,0.27141367495903473,0.020921002581333538
131,0.27340526027942125,0.2614826952678882,0.04193154698536265
132,0.26127380301297665,0.2534386017180595,0.04787958470365929
133,0.2556555461641724,0.2617806246586226,0.03989156553624103
134,0.2647044200268483,0.26644818511346147,0.022372126929293065
135,0.26748868890767163,0.2692288594269825,0.018966120040040918
136,0.27027295778849497,0.269874373106907,0.0313644157378981
137,0.2668423407746234,0.26088683648641936,0.03549239629296854
138,0.26281509471486103,0.2534386017180595,0.035832791924284534
139,0.24944066026947748,0.24782759819256173,0.04688676411232099
140,0.24819768309053847,0.24350762202691295,0.04977209555547885
141,0.24203251628300104,0.23854213218133968,0.03952622122913582
142,0.23830358474618407,0.25031034311534833,0.06303881022841026
143,0.24541341420971508,0.2301504543423209,0.07061432183860121
144,0.23298364242032515,0.22985252495158648,0.0376967655921534
145,0.23487296773231242,0.23948557525199865,0.04856003420360922
146,0.2408392581912196,0.23541387357862853,0.036967273147330136
147,0.2444687515537215,0.24534485326977507,0.0707496598606907
148,0.2525729627604037,0.25403446049952827,0.05875037209412008
149,0.2526724009347188,0.25681513481304935,0.04502586630859052
150,0.2634614428479093,0.2704702318883758,0.07460457203280786
151,0.26873166608661064,0.27483986295248025,0.05520236281047858
152,0.28021677522000693,0.26644818511346147,0.07097043855329123
153,0.27057127231144035,0.26644818511346147,0.020513108820313826
154,0.26748868890767163,0.25681513481304935,0.03209066143724195
155,0.25630189429722067,0.2617806246586226,0.02784306394345605
156,0.271515934967434,0.27483986295248025,0.0583481174173541
157,0.27648784368318996,0.2841253289637023,0.046044831745105194
158,0.2854869984587083,0.2850687720343612,0.048708871851639454
159,0.2851886839357629,0.29067977555985897,0.029821528109809717
160,0.2917018843534033,0.29688663786682556,0.043210252060230894
161,0.30726395863371947,0.32543820447887184,0.12704856823650798
162,0.3289911997215731,0.3213665028055018,0.06460476683753662
163,0.32188137025804203,0.31054173494215204,0.03256143953175779
164,0.30974991299159743,0.31952927156263966,0.03125881106914646
165,0.31845075324417044,0.31610308356919414,0.016549516115306626
166,0.31720777606523143,0.31674859724911864,0.02200746614755194
